211,1319
355,1319
75,389
190,1310
122,551
262,552
53,280
122,549
54,119
105,121
21,113
118,54
135,760
277,763
55,258
132,760
159,865
293,865
60,305
152,863
208,1193
304,1193
71,374
207,1193
113,449
219,452
46,205
111,448
233,1636
426,1636
91,423
232,1636
165,981
306,985
67,319
163,978
88,288
153,288
33,131
88,288


